id,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_person
24936179,"Centrally located, quiet Hell's Kitchen bedroom.",Michael,Manhattan,Hell's Kitchen,40.76402,-73.98694,Private room,125,4,1,2018-05-13 00:00:00,0.07,1,0,25.0
24937799,nyc studio apartment,Julie,Queens,Sunnyside,40.74548,-73.91833,Entire home/apt,75,5,0,No Review,0.0,1,0,12.5
24938183,Private rooftop Penthouse heaven,Leo,Manhattan,East Village,40.7258,-73.97963,Entire home/apt,330,2,3,2019-05-27 00:00:00,0.25,2,22,110.0
24939453,King bedroom w/ private bathroom in gorgeous Loft,Jessica,Brooklyn,Williamsburg,40.71739,-73.95804,Private room,99,2,0,No Review,0.0,4,159,33.0
24939648,"Cozy, warm and Clean Stay in Flushing!",Dalila,Queens,Flushing,40.76991,-73.8265,Private room,50,3,24,2019-06-09 00:00:00,1.73,1,153,12.5
24940447,"Charming Harlem Nook /Coin Charmant de Harlem, NYC",Olivier,Manhattan,Harlem,40.81585,-73.94272,Private room,79,1,67,2019-06-29 00:00:00,4.82,1,78,39.5
24940507,"Massive, sunny Williamsburg apartment w/ backyard",Johnny & Hala,Brooklyn,Williamsburg,40.71269,-73.94772,Entire home/apt,129,2,8,2019-06-14 00:00:00,0.57,1,0,43.0
24941111,Guest Room with A/C,Harry And Kelly,Queens,Woodside,40.74337,-73.90405,Private room,40,1,7,2018-06-15 00:00:00,0.5,1,0,20.0
24942175,Big 2-bdrm / Morgan Ave L Train / Roberta's,Peter,Brooklyn,Bushwick,40.7022,-73.93165,Entire home/apt,200,2,39,2019-06-17 00:00:00,3.09,2,209,66.67
24942474,"Ideal Brooklyn Room, Spacious Apartment w/Garden",Carolyn,Brooklyn,Bushwick,40.69495,-73.92075,Private room,41,2,9,2018-09-20 00:00:00,0.64,1,0,13.67
24942569,My new place,Rafael,Brooklyn,Navy Yard,40.69833,-73.97087,Private room,140,2,37,2019-06-16 00:00:00,2.64,1,157,46.67
24943283,WeLive Wall Street -- 3  Bedroom,WeWork,Manhattan,Financial District,40.70606,-74.0054,Entire home/apt,295,1,54,2019-06-29 00:00:00,3.95,6,117,147.5
24943484,Waycross Vista Studio Apartment,Weisbrod,Brooklyn,Canarsie,40.64432,-73.90556,Entire home/apt,125,5,6,2019-01-02 00:00:00,0.44,3,90,20.83
24943768,Luxurious Suite Grand Central,Ian,Manhattan,Murray Hill,40.74929,-73.97827,Entire home/apt,150,30,3,2018-11-23 00:00:00,0.27,4,113,4.84
24943903,Parlor Suite Midtown Manhattan,Deborah,Manhattan,Theater District,40.76093,-73.98192,Entire home/apt,170,20,1,2018-05-29 00:00:00,0.07,4,0,8.1
24944554,"1 Bed Apartment close to city, Astoria, LIC",James,Queens,Astoria,40.7588,-73.92566,Entire home/apt,101,10,0,No Review,0.0,1,0,9.18
24945323,Cozy 1 Bedroom on Upper West Side,Kevin,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,2019-06-02 00:00:00,0.59,1,1,58.33
24945511,Elegance on West Side,Miki,Manhattan,Harlem,40.79891,-73.9528,Entire home/apt,105,2,42,2019-07-01 00:00:00,3.04,1,115,35.0
24945567,Spacious Sunny Private Bedroom in the Bushwick BK,Kevin,Brooklyn,Bushwick,40.6954,-73.92596,Private room,54,2,7,2018-11-09 00:00:00,0.54,1,90,18.0
24945710,Hey New Yorkers!,Sergio,Queens,Ridgewood,40.70126,-73.90231,Private room,90,1,4,2018-07-29 00:00:00,0.28,1,269,45.0
24946871,"Beautiful, spacious & well-lit 1BR (Astoria, QNS)",Alexander,Queens,Astoria,40.7596,-73.92368,Entire home/apt,125,3,3,2019-06-25 00:00:00,0.26,1,0,31.25
24947076,"3-bedroom sunny, quiet, spacious Williamsburg apt",Chris,Brooklyn,Williamsburg,40.71698,-73.94224,Entire home/apt,233,6,0,No Review,0.0,2,0,33.29
24958209,2 Bedroom Garden Getaway,Brendan,Brooklyn,Crown Heights,40.66673,-73.96158,Entire home/apt,139,3,43,2019-05-26 00:00:00,3.28,1,68,34.75
24959305,"Bright renovated apartment, quiet Bushwick block!",Jessica,Brooklyn,Bushwick,40.69493,-73.92276,Entire home/apt,135,3,42,2019-06-24 00:00:00,3.04,1,92,33.75
24960138,"Bright, Winged Tribeca Studio w/ Indoor pool, Gym by Blueground",Blueground,Manhattan,Tribeca,40.71686,-74.00484,Entire home/apt,305,30,0,No Review,0.0,232,6,9.84
24961004,brand new studio in the East Village with roofdeck,Natalie,Manhattan,East Village,40.72249,-73.982,Entire home/apt,175,7,4,2019-01-03 00:00:00,0.38,1,0,21.88
24961967,BEAUTIFUL LUX STUDIO -AMAZING ENTERTAINMENT SYSTEM,Studio,Brooklyn,Canarsie,40.64361,-73.90435,Entire home/apt,140,1,1,2018-06-20 00:00:00,0.08,1,178,70.0
24962583,"Great value ,central Manhattan apartment",Earl,Manhattan,Gramercy,40.7355,-73.98,Entire home/apt,126,2,25,2018-12-15 00:00:00,2.03,1,30,42.0
24962971,Comfortable Bedroom 2 Express Stops to Manhattan,Monica,Brooklyn,Sunset Park,40.64964,-73.9992,Private room,75,1,13,2019-05-26 00:00:00,0.96,2,68,37.5
24963166,Huge Room in the Middle of Bushwick,Kayleigh,Brooklyn,Bushwick,40.69992,-73.92235,Private room,62,2,5,2018-09-23 00:00:00,0.36,1,0,20.67
24964123,Quiet room in Prospect Heights,David,Brooklyn,Prospect Heights,40.67846,-73.97157,Private room,99,2,2,2018-09-28 00:00:00,0.14,3,0,33.0
24965059,C) Cozy Two Beds Wifi near JFK Airport and subways,Joseph,Queens,Jamaica,40.70071,-73.81282,Private room,50,1,4,2019-06-30 00:00:00,4.0,4,337,25.0
24965233,"Cute, renovated 2 bedroom Apt. in East Village",Meghan,Manhattan,East Village,40.72522,-73.98205,Entire home/apt,224,3,4,2019-01-01 00:00:00,0.29,1,7,56.0
24965423,Spacious Private Suite in a Brooklyn Brownstone,Jenna,Brooklyn,Bedford-Stuyvesant,40.68296,-73.9358,Private room,95,2,3,2018-10-08 00:00:00,0.22,1,11,31.67
24965929,Bright 1-Bedroom Gem in Fort Greene,Mark,Brooklyn,Fort Greene,40.69476,-73.97224,Entire home/apt,108,3,5,2019-06-26 00:00:00,0.36,3,99,27.0
24966197,"Quiet, private room (Hell's Kitchen/West Midtown)",Robert,Manhattan,Hell's Kitchen,40.76491,-73.98956,Private room,94,3,11,2019-06-23 00:00:00,0.78,2,0,23.5
24966304,Jul Discount! Private Flat (with Patio!) in NYC,Susan,Manhattan,Harlem,40.80875,-73.94238,Entire home/apt,160,31,48,2019-06-30 00:00:00,3.44,4,117,5.0
24967000,Gorgeous apartment with access to all #2,Karilyn,Staten Island,Grant City,40.57856,-74.1107,Entire home/apt,72,3,11,2019-03-24 00:00:00,1.05,3,333,18.0
24967765,Modern 2 bedroom Upper East Side apartment.,Kate,Manhattan,Upper East Side,40.76195,-73.96056,Entire home/apt,199,3,22,2019-07-01 00:00:00,1.58,1,329,49.75
24968131,Private Room in peaceful town,Esin,Queens,Sunnyside,40.73891,-73.92642,Private room,50,3,3,2018-10-10 00:00:00,0.29,2,112,12.5
24968602,Brooklyn room in the perfect location.,Anthony,Brooklyn,Williamsburg,40.71486,-73.95705,Private room,75,2,8,2018-06-25 00:00:00,0.58,1,0,25.0
24968879,Studio Apartment in Astoria - Best Location!,Diana,Queens,Astoria,40.76871,-73.91839,Entire home/apt,169,1,8,2019-04-24 00:00:00,0.62,5,297,84.5
24968926,bushwick’s cozy nook,Jose,Brooklyn,Bushwick,40.68973,-73.91172,Private room,75,3,36,2019-07-07 00:00:00,3.4,2,292,18.75
24969653,"Cozy, Clean Private Mini Studio in New York City",Susan,Manhattan,Harlem,40.80954,-73.94257,Entire home/apt,85,31,49,2019-07-04 00:00:00,3.51,4,119,2.66
24969822,Modern Apartment in Long Island City,Jamesdean,Queens,Long Island City,40.7563,-73.93402,Private room,75,3,2,2018-06-29 00:00:00,0.16,1,0,18.75
24970116,One-bedroom unit in Rego Park,Yan,Queens,Rego Park,40.72038,-73.86311,Private room,99,1,55,2019-07-03 00:00:00,3.92,1,4,49.5
24970249,Peaceful&Sun filled 2BR&private bathroom near NYC,Margarita,Staten Island,Great Kills,40.54901,-74.142,Private room,120,2,4,2018-11-19 00:00:00,0.29,3,86,40.0
24970373,Studio apartment; close to tourist attractions,Sia,Manhattan,Civic Center,40.71175,-74.00763,Entire home/apt,200,2,4,2018-12-31 00:00:00,0.45,1,0,66.67
24970711,Budget Basement,Faraz,Queens,Flushing,40.73968,-73.80601,Private room,80,1,9,2018-08-10 00:00:00,0.65,1,0,40.0
24970982,Central & Comfortable 1BR Brownstone Apartment,Veronique,Brooklyn,Carroll Gardens,40.68352,-73.9999,Entire home/apt,150,2,37,2019-06-25 00:00:00,2.93,1,100,50.0
24973698,"Colorful, quiet, private room near LaGuardia/NYC",Briyah,Queens,Ditmars Steinway,40.76729,-73.89166,Private room,55,1,36,2019-07-01 00:00:00,3.11,1,179,27.5
24976971,1 bedroom apartment on Columbus Avenue,Rated,Manhattan,Upper West Side,40.7936,-73.96642,Entire home/apt,180,30,0,No Review,0.0,33,364,5.81
24978091,"Cozy, newly furnished apartment in the heart of NY",Alexandra,Manhattan,Murray Hill,40.74793,-73.97958,Entire home/apt,120,5,2,2018-06-04 00:00:00,0.15,1,0,20.0
24978251,Cozy private room in luxury apartment,Linda,Manhattan,East Harlem,40.78723,-73.94949,Private room,90,3,5,2019-03-25 00:00:00,0.37,1,0,22.5
24983373,10 mins from JFK. Smoking okay.,Shatese,Queens,Jamaica,40.68067,-73.77949,Private room,40,1,70,2019-07-03 00:00:00,5.07,3,90,20.0
24985440,"CHEAP ROOM IN QUEENS, CLOSE TO SUBWAY STATION",Lise,Queens,Woodhaven,40.69642,-73.8502,Private room,42,3,5,2018-08-11 00:00:00,0.36,2,281,10.5
24987685,Short Stay NearJFK.,Joy,Queens,St. Albans,40.69012,-73.75349,Private room,55,2,8,2019-04-23 00:00:00,0.76,4,122,18.33
24987915,Stylish Apartment 3 Blocks from Central Park,Thomas,Manhattan,East Harlem,40.79438,-73.94463,Entire home/apt,180,10,13,2019-05-27 00:00:00,0.92,1,11,16.36
24988189,Da Sanctum,Guillermo,Manhattan,Upper West Side,40.79891,-73.96446,Entire home/apt,225,2,29,2019-06-30 00:00:00,2.21,1,35,75.0
24990534,Maurice’s Penthouse,Maurice,Brooklyn,Crown Heights,40.67604,-73.95071,Entire home/apt,150,3,27,2019-07-03 00:00:00,2.09,3,288,37.5
24991133,From home to home,Aboubakar,Bronx,Highbridge,40.83413,-73.92918,Private room,50,3,23,2019-04-07 00:00:00,1.64,1,188,12.5
24992418,Cute & Cozy Studio in Chelsea!,Madison,Manhattan,Chelsea,40.7464,-73.99701,Entire home/apt,170,28,4,2019-06-08 00:00:00,0.32,1,61,5.86
24992558,ENTIRE Spacious Brownstone Apartment (UNFURNISHED),Benjamin,Brooklyn,Carroll Gardens,40.67899,-74.00089,Entire home/apt,50,3,5,2019-05-31 00:00:00,0.63,1,0,12.5
24993686,"""Cozy Retreat"" in North Crown Heights",Priscilla,Brooklyn,Crown Heights,40.66998,-73.94702,Entire home/apt,112,2,50,2019-07-05 00:00:00,3.93,1,0,37.33
24993713,"Stylish, clean & quiet 1 bdr apt in Manhattan",Helen Maria,Manhattan,East Harlem,40.78877,-73.94647,Private room,170,2,5,2018-09-24 00:00:00,0.5,1,0,56.67
24995099,PLACE NEXT TO THE BEACH,Maria,Brooklyn,Brighton Beach,40.57569,-73.95892,Private room,80,3,1,2018-09-30 00:00:00,0.11,1,178,20.0
24995291,"Authentic, downtown Manhattan loft condo",Leslie,Manhattan,East Harlem,40.80083,-73.93778,Entire home/apt,300,1,5,2019-06-14 00:00:00,0.57,1,352,150.0
24995898,Private room Brooklyn,Auri,Brooklyn,Bushwick,40.68845,-73.91878,Private room,60,1,50,2019-06-27 00:00:00,3.61,1,91,30.0
24996332,Master Bedroom with Full Bath & Manhattan View,Win,Queens,East Elmhurst,40.75809,-73.8693,Private room,54,1,135,2019-07-02 00:00:00,9.74,2,48,27.0
25002172,Private room in the Bronx for females & couples.,Suleyma,Bronx,Kingsbridge,40.8801,-73.89709,Private room,46,1,68,2019-06-21 00:00:00,4.89,1,63,23.0
25004276,1 sunny bedroom in Parkchester,Anne,Bronx,Parkchester,40.83688,-73.85584,Private room,80,2,6,2018-11-01 00:00:00,0.44,1,0,26.67
25005483,3-bdrm Newly Renovated Townhouse.,Maria,Staten Island,Great Kills,40.54639,-74.13706,Entire home/apt,180,30,9,2018-10-09 00:00:00,0.79,2,130,5.81
25005877,"Designer Studio / 1BR in Williamsburg, Nice Views",Dasha,Brooklyn,Williamsburg,40.70996,-73.96129,Entire home/apt,168,10,3,2018-10-31 00:00:00,0.22,3,284,15.27
25007110,Private Bedroom (Back) In A Beautiful Apartment,Nkem,Queens,Jamaica,40.67901,-73.78876,Private room,100,2,0,No Review,0.0,4,179,33.33
25007742,Postmodern Studio,Dylan,Brooklyn,Clinton Hill,40.69047,-73.9605,Private room,97,1,23,2019-06-03 00:00:00,1.68,1,189,48.5
25010171,sunshine,Michelle,Queens,Flushing,40.76106,-73.81279,Private room,48,4,11,2019-05-28 00:00:00,0.79,2,168,9.6
25011664,Peace and quiet in the hustle and bustle,Chloe,Brooklyn,Cypress Hills,40.67901,-73.89224,Entire home/apt,95,1,22,2019-01-03 00:00:00,1.61,3,126,47.5
25011733,"Trendy, light-filled apartment in Lower East Side.",Anna,Manhattan,Chinatown,40.71529,-73.99088,Entire home/apt,170,1,11,2019-06-24 00:00:00,0.78,1,24,85.0
25011804,"NYC SkyLoft on Central Park, balcony w/ city view",Stefani,Manhattan,East Harlem,40.79844,-73.94747,Private room,125,1,81,2019-07-02 00:00:00,6.64,1,29,62.5
25012058,"Lovely room with private terrace, ensuite",Devon,Manhattan,East Village,40.72561,-73.97622,Private room,175,1,41,2019-05-17 00:00:00,3.14,2,13,87.5
25012767,Private Cozy Bedroom with Patio,A,Manhattan,Kips Bay,40.74153,-73.9797,Private room,80,30,3,2018-07-31 00:00:00,0.23,1,0,2.58
25012966,Comfy quiet 2BR in Manhattan 25mins to Time-square,Kana,Manhattan,Lower East Side,40.71339,-73.98684,Entire home/apt,139,3,47,2019-06-23 00:00:00,3.45,1,28,34.75
25013656,Stylish Downtown Apt. (Between Nolita + LES.),Umber,Manhattan,Chinatown,40.71329,-73.99602,Entire home/apt,162,2,4,2018-06-24 00:00:00,0.28,1,0,54.0
25014162,Bright and spacious private bed-and bathroom!,Gigi,Brooklyn,Bedford-Stuyvesant,40.69197,-73.92795,Private room,75,4,25,2019-06-29 00:00:00,2.26,1,249,15.0
25015496,"5min from JFK airport, Train, Casino,  Racetrack",Doris,Queens,South Ozone Park,40.66954,-73.80601,Entire home/apt,93,2,48,2019-06-22 00:00:00,3.47,1,316,31.0
25015511,Humble Home in Harlem,Jay,Manhattan,Harlem,40.81444,-73.94385,Private room,99,7,10,2018-12-24 00:00:00,1.29,1,0,12.38
25017403,Glamping Van,Meng,Manhattan,Nolita,40.72238,-73.99466,Entire home/apt,89,1,15,2019-05-27 00:00:00,1.12,8,34,44.5
25017424,Magical Brooklyn townhouse room fit for a wizard,Chloe,Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,85,1,17,2019-06-10 00:00:00,1.64,3,67,42.5
25024676,"Cozy, tranquil bedroom steps from Central Park B",Rachel,Manhattan,Upper West Side,40.78371,-73.97358,Private room,105,20,5,2019-03-25 00:00:00,0.39,2,64,5.0
25025092,"Scandinavian ""hygge"" in Bed Stuy Brooklyn",Anita,Brooklyn,Bedford-Stuyvesant,40.68429,-73.92952,Entire home/apt,100,4,33,2019-06-25 00:00:00,2.55,1,23,20.0
25025533,"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",Charles,Manhattan,Hell's Kitchen,40.75678,-73.99357,Entire home/apt,198,9,2,2019-01-31 00:00:00,0.28,1,12,19.8
25026993,Single room in Clinton Hill brownstone,Micaela,Brooklyn,Bedford-Stuyvesant,40.68593,-73.95702,Private room,48,7,6,2019-06-23 00:00:00,0.45,1,0,6.0
25027222,Safe 'n Handsome 2,Parmenides,Manhattan,Upper West Side,40.78802,-73.96926,Entire home/apt,117,30,0,No Review,0.0,3,200,3.77
25028952,Charming studio in Brooklyn,Tal,Brooklyn,Clinton Hill,40.69365,-73.96511,Entire home/apt,110,7,2,2018-07-20 00:00:00,0.14,1,125,13.75
25029794,East Village gem,Ola,Manhattan,East Village,40.72458,-73.98822,Entire home/apt,206,5,3,2019-01-02 00:00:00,0.22,1,12,34.33
25029982,Cozy Studio in Greenwich Village,Andrea,Manhattan,Greenwich Village,40.72852,-74.00151,Entire home/apt,164,5,0,No Review,0.0,1,0,27.33
25030090,Bushwick bedroom w/ private bath (Jefferson Stop),Alex & Dave,Brooklyn,Bushwick,40.70388,-73.92529,Private room,90,1,74,2019-06-24 00:00:00,5.58,1,48,45.0
25030446,SoBecaTown 1 Bedroom,Kendra,Manhattan,Tribeca,40.71854,-74.00352,Entire home/apt,220,3,15,2019-06-21 00:00:00,1.21,1,84,55.0
25030760,Small and cozy room in awesome place,Suri,Brooklyn,Sunset Park,40.65907,-73.99887,Private room,150,1,1,2019-03-19 00:00:00,0.27,3,365,75.0
25031116,Bedroom in Bushwick.,Amanda,Brooklyn,Bushwick,40.68569,-73.9143,Private room,45,7,0,No Review,0.0,1,0,5.62
25031182,Comfy bedroom in heart of Lower East Side,Drew,Manhattan,Lower East Side,40.71937,-73.99202,Private room,65,7,9,2018-11-17 00:00:00,0.71,1,0,8.12
25031344,"Cozy Studio in East Village, close to everything",John,Manhattan,East Village,40.72547,-73.98401,Entire home/apt,170,2,7,2019-05-12 00:00:00,0.52,1,0,56.67
25031793,East Village Penthouse,Tashi,Manhattan,East Village,40.72606,-73.97913,Entire home/apt,175,3,2,2018-10-07 00:00:00,0.15,1,0,43.75
25032319,Cozy Convenient 2-Bed GARDEN APT w/Central Heat/AC,Kellie & Joachim,Brooklyn,Bushwick,40.68778,-73.90748,Entire home/apt,99,3,34,2019-06-21 00:00:00,2.58,2,119,24.75
25032957,Historic Brooklyn Heights Apt,Garth,Brooklyn,Brooklyn Heights,40.69924,-73.99303,Entire home/apt,185,7,10,2019-07-04 00:00:00,0.87,1,125,23.12
25033384,Cozy and renovated one bedroom apartment,Mariano,Manhattan,East Harlem,40.79725,-73.93311,Entire home/apt,150,2,33,2019-06-14 00:00:00,2.63,2,304,50.0
25033659,Brooklyn Hidden Oasis.,Ana,Brooklyn,East New York,40.6724,-73.87641,Entire home/apt,175,3,10,2019-06-17 00:00:00,0.74,1,292,43.75
25033991,5min to Subway★20min to Manhattan★Large Bklyn Apt!,Ness,Brooklyn,Bedford-Stuyvesant,40.68061,-73.93642,Entire home/apt,189,30,24,2019-06-10 00:00:00,1.82,1,99,6.1
25034086,Clean1,John,Brooklyn,East New York,40.66154,-73.88874,Private room,51,3,13,2019-06-22 00:00:00,0.97,13,180,12.75
25034878,Upper East Side Getaway! Lots of space!,Sanah,Manhattan,Upper East Side,40.77277,-73.94965,Entire home/apt,175,1,7,2018-10-30 00:00:00,0.51,1,0,87.5
25036166,BK NEST-Across Barclays & trains/City 10 mins away,Carol,Brooklyn,Park Slope,40.68241,-73.97719,Entire home/apt,160,2,39,2019-06-21 00:00:00,3.02,1,246,53.33
25042316,Nikki Welcomes you! Private parking space!,Nicole,Brooklyn,Canarsie,40.63816,-73.91443,Entire home/apt,65,1,119,2019-07-07 00:00:00,9.13,1,61,32.5
25045213,Private Bedroom in 2-bed/New Full-Service Building,Sorel,Brooklyn,Downtown Brooklyn,40.68984,-73.98416,Private room,130,2,38,2019-06-28 00:00:00,2.73,2,103,43.33
25047309,"The Awesome ,XL Flat",Phil,Brooklyn,Bedford-Stuyvesant,40.69401,-73.94785,Entire home/apt,96,2,39,2019-04-22 00:00:00,2.88,3,237,32.0
25047693,Queens Home Close to Major Airports & Manhattan,Odit (Andy),Queens,Richmond Hill,40.68834,-73.82624,Entire home/apt,89,3,29,2019-07-01 00:00:00,2.52,1,313,22.25
25048250,Private Bedroom in large 2 bedroom 1100sf apt,Miho,Brooklyn,Prospect Heights,40.67757,-73.97017,Private room,70,1,42,2019-06-16 00:00:00,3.01,1,163,35.0
25048895,Spacious beautiful Bed Stuy duplex with garden,Jerome,Brooklyn,Bedford-Stuyvesant,40.68441,-73.9401,Entire home/apt,99,4,3,2019-01-23 00:00:00,0.23,1,0,19.8
25049092,Full apt. by  Columbia Univ & Subway in Manhattan,Mihyun,Manhattan,Harlem,40.82996,-73.9449,Private room,69,7,6,2018-12-10 00:00:00,0.53,1,156,8.62
25051166,NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors,Juliana,Manhattan,Washington Heights,40.84115,-73.94095,Private room,50,30,2,2019-02-06 00:00:00,0.17,34,311,1.61
25053445,Brooklyn Heights Oasis,Wendy,Brooklyn,Brooklyn Heights,40.69915,-73.9962,Private room,120,1,18,2019-06-23 00:00:00,1.42,2,75,60.0
25054120,DREAMY! Huge + sunny mid-century apt with balcony,Michelle,Brooklyn,Flatbush,40.6397,-73.96554,Entire home/apt,197,4,10,2019-05-18 00:00:00,0.78,1,228,39.4
25054951,NO LONGER AVAILABLE SORY,Darren,Manhattan,Upper West Side,40.79629,-73.96523,Entire home/apt,225,59,0,No Review,0.0,1,358,3.75
25055293,Beautiful studio with sleeping loft in Ridgewood,Stefan,Queens,Ridgewood,40.70498,-73.90023,Entire home/apt,105,2,47,2019-07-07 00:00:00,3.47,3,95,35.0
25055376,Chic & Cozy Apartment with Balcony,Tiffany,Manhattan,Harlem,40.8067,-73.94481,Entire home/apt,170,2,8,2019-01-01 00:00:00,0.59,1,35,56.67
25055498,Room 6 - Comfy Bed in Historic Victorian Home,Elizabeth,Brooklyn,Flatbush,40.6429,-73.96877,Private room,68,2,38,2019-07-02 00:00:00,2.73,6,85,22.67
25056684,Spacious Studio in the Hamilton Heights,Waleed,Manhattan,Harlem,40.81931,-73.956,Entire home/apt,110,7,0,No Review,0.0,1,0,13.75
25057086,Beautiful 1-bedroom apartment in the West Village,Isabell,Manhattan,West Village,40.73058,-74.0021,Entire home/apt,200,3,6,2018-11-27 00:00:00,0.45,1,0,50.0
25058563,Art Studio by the Park,Mona,Manhattan,Upper East Side,40.77788,-73.96114,Entire home/apt,165,30,4,2018-06-27 00:00:00,0.29,1,203,5.32
25058903,Sunny and Charming 1BR Upper East Side,Kit,Manhattan,Upper East Side,40.77017,-73.95365,Entire home/apt,200,5,10,2019-05-04 00:00:00,0.82,1,224,33.33
25061086,The Art House,@ Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68244,-73.93908,Entire home/apt,265,2,3,2018-12-02 00:00:00,0.29,4,114,88.33
25069823,Riverside Drive Condo with a View,Georgina,Manhattan,Harlem,40.83298,-73.948,Private room,100,7,1,2018-05-15 00:00:00,0.07,1,0,12.5
25070554,Tribeca Luxury Doorman Apartment with Park Views,YuJin,Manhattan,Tribeca,40.71809,-74.01205,Entire home/apt,140,1,9,2019-03-30 00:00:00,0.64,1,44,70.0
25071113,"Airy, art-filled home in bohemian East Village",Sunhwa,Manhattan,East Village,40.72718,-73.9843,Entire home/apt,128,30,7,2019-05-16 00:00:00,0.5,1,142,4.13
25071168,1 Bedroom Garden Apt with backyard in Park Slope,Bruce,Brooklyn,Park Slope,40.67218,-73.97774,Entire home/apt,125,1,40,2019-06-23 00:00:00,2.97,1,335,62.5
25072401,Mia Suite East Village-free Street Parking+wifi,Ez,Manhattan,East Village,40.73075,-73.98114,Entire home/apt,150,30,59,2019-06-19 00:00:00,4.41,5,207,4.84
25073155,Beautiful one bedroom in the heart of Harlem!,Etty,Manhattan,Harlem,40.80973,-73.9457,Private room,80,1,23,2019-06-19 00:00:00,1.75,1,323,40.0
25074008,Bdrm 5 Mins from Train w/ Big Backyard + Laundry,Kenya,Brooklyn,Crown Heights,40.67208,-73.94071,Private room,52,1,2,2018-08-07 00:00:00,0.16,1,0,26.0
25075209,Bright New Apt in Heart of Williamsburg!,Mike,Brooklyn,Williamsburg,40.71869,-73.95487,Entire home/apt,129,2,5,2018-07-29 00:00:00,0.36,1,0,43.0
25075529,Comfy cozy studio in LES,Amalia,Manhattan,East Village,40.72228,-73.98584,Entire home/apt,125,5,3,2018-08-19 00:00:00,0.24,1,0,20.83
25076765,Spacious Master Bedroom in Williamsburg,Evan,Brooklyn,Williamsburg,40.7191,-73.94408,Private room,100,3,8,2018-12-25 00:00:00,0.61,1,0,25.0
25077177,"PRIVATE, Safe, TIMES SQUARE, Lovely Apt w/ Garden",Zoey,Manhattan,Hell's Kitchen,40.75996,-73.99223,Entire home/apt,140,5,15,2019-06-13 00:00:00,1.11,2,7,23.33
25077481,Plant Vibes Private Bedroom,Nick & Vance,Brooklyn,Bedford-Stuyvesant,40.68791,-73.92256,Private room,45,2,61,2019-07-04 00:00:00,4.38,1,92,15.0
25078650,A great place to crash.,Reenie,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94444,Private room,70,2,11,2019-06-14 00:00:00,0.8,2,20,23.33
25080097,•5 mins to Manhattan super cozy•,Atthaphon,Brooklyn,Williamsburg,40.72015,-73.96117,Private room,75,5,2,2019-05-05 00:00:00,0.15,4,0,12.5
25080137,Sun drenched loft like space with private yard,Arlene,Brooklyn,Williamsburg,40.70987,-73.94222,Private room,110,3,15,2019-06-23 00:00:00,1.13,2,254,27.5
25082230,Great Space for Business or Pleasure,Elvis,Bronx,Schuylerville,40.83022,-73.83286,Private room,90,2,1,2018-10-02 00:00:00,0.11,1,35,30.0
25082325,"LES - Quiet, Comfy, and Large Private Bedroom",Brittany,Manhattan,Lower East Side,40.71325,-73.98511,Private room,100,1,32,2019-07-04 00:00:00,2.51,1,0,50.0
25083937,Feel like HOME in the heart of NYC at UNION Sq,Kirill,Manhattan,Gramercy,40.73646,-73.98853,Entire home/apt,176,3,58,2019-06-24 00:00:00,4.17,1,67,44.0
25084002,Private Living Room - NOT Shared With Others,Maggy S,Manhattan,Harlem,40.8163,-73.95262,Shared room,90,1,37,2019-04-18 00:00:00,2.75,1,60,45.0
25085133,The dreamed aparment- World Trade Center area,Claudia,Manhattan,Financial District,40.70907,-74.01371,Private room,89,3,5,2018-09-11 00:00:00,0.38,1,0,22.25
25085427,Amazing Studio step away from time square /71B,Irina,Manhattan,Hell's Kitchen,40.76243,-73.99316,Entire home/apt,120,30,4,2019-06-30 00:00:00,0.35,20,342,3.87
25085816,Master bedroom in E Harlem with balcony&Doorman,Marwa,Manhattan,East Harlem,40.80173,-73.94035,Private room,65,2,11,2019-05-09 00:00:00,0.83,1,365,21.67
25085980,DowntownViewAccomodation,L,Manhattan,Harlem,40.81936,-73.95788,Shared room,95,1,2,2018-09-30 00:00:00,0.15,1,89,47.5
25086038,"GARDEN UTOPIA, UES; SUPERIOR LOCATION & AMENITIES",Joey,Manhattan,Upper East Side,40.78074,-73.94811,Entire home/apt,180,3,10,2019-06-26 00:00:00,0.86,1,340,45.0
25090268,❤ Bushwick / Room with SmartTV & Private bathroom,Ming,Brooklyn,Bushwick,40.69787,-73.93091,Private room,60,2,36,2019-06-22 00:00:00,2.61,4,64,20.0
25097211,Private Bedroom in a safe neighborhood in NYC,Bruno,Queens,Astoria,40.76723,-73.92317,Private room,80,3,0,No Review,0.0,1,0,20.0
25098068,New unit Amazing apartment on 5th  ave 3 bdr #4,Steven,Manhattan,East Harlem,40.80068,-73.94598,Entire home/apt,191,3,36,2019-07-01 00:00:00,3.17,2,28,47.75
